device,subject,batterystats_Joule_calculated
j7duo2wifi,com-instagram-android,114.32987999999997
j7duo2wifi,com-facebook-katana,151.54775999999998
j7duo2wifi,com-google-android-youtube,186.9966
j7duo2wifi,com-twitter-android,129.35160000000002
j7duo2wifi,com-amazon-mshop-android-shopping,160.34759999999997
