device,subject,browser,batterystats_Joule_calculated
j7duo2wifi,https-www-kruidvat-nl,chrome,147.84940799999998
j7duo2wifi,https-www-marktplaats-nl,chrome,229.142592
j7duo2wifi,https-www-vinted-nl,chrome,119.57500799999998
j7duo2wifi,https-m-myeushop-com,chrome,118.7250624
j7duo2wifi,https-www-wish-com,chrome,148.329216
