Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,200.585,200.585,screen dark,29.654486400000007
0,2.716,2.716,wifi scan,0.5019168
2.716,200.585,197.869,wifi running,0.4155249000000001
2.122,200.585,198.46300000000002,audio,33.341784000000004
2.122,2.716,0.5940000000000003,audio,0.09979200000000006
4.432,200.585,196.15300000000002,audio,32.953704
4.432,14.87,10.437999999999999,audio,1.7535839999999998
16.442,200.585,184.143,audio,30.936024000000003
16.442,28.002,11.559999999999999,audio,1.9420799999999998
29.645,200.585,170.94,audio,28.717920000000003
29.645,40.802,11.157,audio,1.874376
42.484,200.585,158.101,audio,26.560968000000003
42.484,66.283,23.799,audio,3.9982320000000002
67.404,200.585,133.181,audio,22.374408000000003
67.404,78.537,11.13300000000001,audio,1.8703440000000018
79.53999999999999,200.585,121.04500000000002,audio,20.335560000000005

