Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,200.402,200.402,screen dark,29.627431680000004
0,0.731,0.731,wifi running,0.0015351000000000002
0.731,3.643,2.912,wifi scan,0.5381376
3.643,200.402,196.759,wifi running,0.41319390000000006
2.468,200.402,197.934,audio,33.252912
2.468,15.577,13.109,audio,2.202312
16.83,200.402,183.572,audio,30.840096000000003
16.83,27.466,10.636000000000003,audio,1.7868480000000007
29.084,200.402,171.31799999999998,audio,28.781423999999998
29.084,40.166,11.081999999999997,audio,1.8617759999999997
41.125,200.402,159.277,audio,26.758536
41.125,52.866,11.741,audio,1.972488
54.41,200.402,145.992,audio,24.526656
54.41,65.72,11.310000000000002,audio,1.9000800000000004
68.285,200.402,132.117,audio,22.195656

