Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,200.034,200.034,screen dark,29.573026560000002
0,0.562,0.562,wifi running,0.0011802000000000004
0.562,2.735,2.173,wifi scan,0.4015704
2.735,200.034,197.29899999999998,wifi running,0.4143279
3.063,200.034,196.971,audio,33.091128000000005
3.063,15.405,12.341999999999999,audio,2.0734559999999997
17.069,200.034,182.965,audio,30.738120000000002
17.069,27.461,10.392,audio,1.745856
29.072,200.034,170.962,audio,28.721616
29.072,40.766,11.693999999999999,audio,1.964592
42.449,200.034,157.58499999999998,audio,26.474279999999997
42.449,53.206,10.757000000000005,audio,1.807176000000001
55.01,200.034,145.024,audio,24.364032
55.01,66.344,11.333999999999996,audio,1.9041119999999994
68.142,200.034,131.892,audio,22.157856000000002

