Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,66.221,66.221,screen medium,29.3391875616
0,66.221,66.221,wifi running,0.140918288
0.0,6.813554000000295,6.813554000000295,core 0 cpu_idle start,0.05625706249856243
6.813554000000295,6.8440540000010515,0.0305000000007567,core 0 cpu_idle,0.0002518275200062478
6.8440540000010515,6.844070999999531,1.6999998479150236e-05,core 0 cpu_frequency,5.209343533962964e-06
6.844070999999531,6.851559000002453,0.00748800000292249,core 0 cpu_idle,6.182572034412994e-05
6.851559000002453,6.851588999998057,2.9999995604157448e-05,core 0 cpu_frequency,1.276799812912941e-05
6.851588999998057,7.473557999997865,0.6219689999998081,core 0 cpu_idle,0.005135374124158415
7.473557999997865,7.4736550000015995,9.700000373413786e-05,core 0 cpu_frequency,4.1283201589249075e-05
7.4736550000015995,7.9949629999973695,0.5213079999957699,core 0 cpu_idle,0.004304252485085073
7.9949629999973695,7.9950949999984005,0.0001320000010309741,core 0 cpu_frequency,4.044902431592345e-05
7.9950949999984005,7.99720299999899,0.002108000000589527,core 0 cpu_idle,1.7404997124867512e-05
7.99720299999899,7.997583000003942,0.0003800000049523078,core 0 cpu_frequency,0.0001617280021077022
7.997583000003942,8.114157999996678,0.11657499999273568,core 0 cpu_idle,0.0009625178079400211
8.114157999996678,8.114243000003626,8.50000069476664e-05,core 0 cpu_frequency,3.6176002956926825e-05
8.114243000003626,8.387038000000757,0.2727949999971315,core 0 cpu_idle,0.0022523701087763157
8.387038000000757,8.391711000003852,0.004673000003094785,core 0 cpu_frequency,0.0019888288013171405
8.391711000003852,9.00162100000307,0.6099099999992177,core 0 cpu_idle,0.0050358073023935405
9.00162100000307,9.003853000001982,0.0022319999989122152,core 0 cpu_frequency,0.0006079610877037048
9.003853000001982,11.137486999999965,2.1336339999979828,core 0 cpu_idle,0.017616647829743343
11.137486999999965,11.138694000001124,0.001207000001159031,core 0 cpu_frequency,0.00036986342435516413
11.138694000001124,11.224179999997432,0.08548599999630824,core 0 cpu_idle,0.0007058271270095184
11.224179999997432,11.224239000002854,5.900000542169437e-05,core 0 cpu_frequency,2.5110402307473124e-05
11.224239000002854,11.492676000001666,0.2684369999988121,core 0 cpu_idle,0.0022163876716701915
11.492676000001666,11.492771999997785,9.599999611964449e-05,core 0 cpu_frequency,4.08575983485207e-05
11.492771999997785,12.137409000002663,0.6446370000048773,core 0 cpu_idle,0.00532253563972027
12.137409000002663,12.138291000002937,0.0008820000002742745,core 0 cpu_frequency,0.00037537920011673125
12.138291000002937,12.523787999998603,0.38549699999566656,core 0 cpu_idle,0.0031829099500442198
12.523787999998603,12.52388300000166,9.500000305706635e-05,core 0 cpu_frequency,4.043200130108744e-05
12.52388300000166,15.02777700000297,2.50389400000131,core 0 cpu_idle,0.020673751356170812
15.02777700000297,15.027956999998423,0.00017999999545281753,core 0 cpu_frequency,7.660799806471915e-05
15.027956999998423,16.304222999999183,1.27626600000076,core 0 cpu_idle,0.010537668906246274
16.304222999999183,16.30436400000326,0.0001410000040777959,core 0 cpu_frequency,4.320691324956715e-05
16.30436400000326,29.890630000001693,13.586265999998432,core 0 cpu_idle,0.11217690730622704
29.890630000001693,29.890747999997984,0.00011799999629147351,core 0 cpu_frequency,5.022079842165113e-05
29.890747999997984,36.732742000000144,6.84199400000216,core 0 cpu_idle,0.056491881340177824
36.732742000000144,36.732860999996774,0.00011899999663000926,core 0 cpu_frequency,5.064639856573195e-05
36.732860999996774,39.932731000000786,3.1998700000040117,core 0 cpu_idle,0.02642017463683312
39.932731000000786,39.96409799999674,0.03136699999595294,core 0 cpu_frequency,0.00961185254275985
39.96409799999674,40.56302600000345,0.5989280000067083,core 0 cpu_idle,0.004945132881975387
40.56302600000345,40.56314099999872,0.00011499999527586624,core 0 cpu_frequency,4.894399798940868e-05
40.56314099999872,70.66788100000122,30.104740000002494,core 0 cpu_idle,0.24856400047362057
70.66788100000122,70.66811900000175,0.00023800000053597614,core 0 cpu_frequency,6.482739214599133e-05
70.66811900000175,71.25400000000081,0.5858809999990626,core 0 cpu_idle,0.00483740849983226
0.0,6.814705999997386,6.814705999997386,core 1 cpu_idle start,0.05626657414781841
6.814705999997386,6.844070999999531,0.02936500000214437,core 1 cpu_idle,0.00024245623361770526
6.844070999999531,6.844169000003603,9.800000407267362e-05,core 1 cpu_frequency,3.003033724799752e-05
6.844169000003603,6.851571999999578,0.007402999995974824,core 1 cpu_idle,6.112390588676556e-05
6.851571999999578,6.851588999998057,1.6999998479150236e-05,core 1 cpu_frequency,7.235199352726341e-06
6.851588999998057,7.473570000001928,0.6219810000038706,core 1 cpu_idle,0.005135473203871957
7.473570000001928,7.4811419999969075,0.007571999994979706,core 1 cpu_frequency,0.003222643197863363
7.4811419999969075,7.994979000002786,0.5138370000058785,core 1 cpu_idle,0.004242567127728536
7.994979000002786,7.9949909999995725,1.1999996786471456e-05,core 1 cpu_frequency,3.6771830152720213e-06
7.9949909999995725,7.997219999997469,0.002228999997896608,core 1 cpu_idle,1.840405054263305e-05
7.997219999997469,7.998190999998769,0.0009710000013001263,core 1 cpu_frequency,0.0004132576005533338
7.998190999998769,8.11417000000074,0.11597900000197114,core 1 cpu_idle,0.0009575968505762749
8.11417000000074,8.114931000003708,0.0007610000029671937,core 1 cpu_frequency,0.0003238816012628377
8.114931000003708,8.387058000000252,0.2721269999965443,core 1 cpu_idle,0.0022468546732514675
8.387058000000252,8.38723200000095,0.0001740000006975606,core 1 cpu_frequency,7.40544002968818e-05
