Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,205.446,205.446,screen dark,28.362724262400004
0,19.239,19.239,wifi running,0.037727679
19.239,22.293,3.0539999999999985,wifi scan,0.5270226719999997
22.293,205.446,183.153,wifi running,0.359163033
0,205.446,205.446,audio,32.23036848
0,0.361,0.361,audio,0.056633680000000006
19.239,205.446,186.207,audio,29.212154160000004
19.239,30.21,10.971,audio,1.7211304800000002
32.25,205.446,173.196,audio,27.170988480000002
32.25,56.991,24.741,audio,3.8813680800000006

