Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,205.392,205.392,screen dark,28.355269324800005
0,33.431,33.431,wifi running,0.065558191
33.431,35.135,1.7040000000000006,wifi scan,0.2940558720000001
35.135,205.392,170.257,wifi running,0.33387397700000004
0,205.392,205.392,audio,32.22189696
0,0.351,0.351,audio,0.055064880000000004
33.431,205.392,171.961,audio,26.977241680000006
33.431,43.637,10.206000000000003,audio,1.6011172800000006
45.152,205.392,160.24,audio,25.138451200000006
45.152,70.08,24.927999999999997,audio,3.91070464

