Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,205.579,205.579,screen dark,28.381085497600004
0,19.913,19.913,wifi running,0.039049393
19.913,21.582,1.6690000000000005,wifi scan,0.2880159920000001
21.582,205.579,183.997,wifi running,0.36081811700000005
0,205.579,205.579,audio,32.25123352000001
0,0.393,0.393,audio,0.06165384000000001
19.913,205.579,185.666,audio,29.127282080000004
19.913,30.115,10.201999999999998,audio,1.6004897599999999
31.956,205.579,173.62300000000002,audio,27.237976240000005
31.956,56.644,24.688,audio,3.8730534400000005

