Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,200.422,200.422,screen dark,28.8825739136
0,200.422,200.422,wifi running,0.41026383400000005
14.85,200.422,185.572,audio,30.389270720000003
14.85,52.352,37.501999999999995,audio,6.14132752

