Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,200.269,200.269,screen dark,29.607768960000005
0,200.269,200.269,wifi running,0.4205649000000001
14.837,200.269,185.43200000000002,audio,31.152576000000003
14.837,40.419,25.581999999999997,audio,4.297776
66.09,200.269,134.179,audio,22.542072
66.09,95.413,29.322999999999993,audio,4.926263999999999
95.476,200.269,104.793,audio,17.605224000000003
95.476,123.954,28.477999999999994,audio,4.784304
124.012,200.269,76.257,audio,12.811176000000001
124.012,152.494,28.482,audio,4.784976

