Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,200.312,200.312,screen dark,28.866721945600002
0,1.837,1.837,wifi running,0.003760339
1.837,3.941,2.104,wifi scan,0.379006144
3.941,200.312,196.371,wifi running,0.40197143700000004
3.941,200.312,196.371,audio,32.15771496000001
3.941,15.124,11.183,audio,1.8313280800000002
16.062,200.312,184.25,audio,30.172780000000003
16.062,28.002,11.939999999999998,audio,1.9552943999999999
29.82,200.312,170.49200000000002,audio,27.919769920000007
29.82,40.021,10.201,audio,1.6705157600000002
41.68,200.312,158.632,audio,25.977576320000004
41.68,52.822,11.142000000000003,audio,1.8246139200000007
54.501,200.312,145.811,audio,23.878009360000004
54.501,78.461,23.96,audio,3.9236896000000003
80.46600000000001,200.312,119.846,audio,19.625980960000003

