Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,199.85399999999998,199.85399999999998,screen dark,28.8007201152
0,1.924,1.924,wifi running,0.003938428
1.924,3.877,1.9529999999999998,wifi scan,0.35180560799999994
3.877,199.85399999999998,195.97699999999998,wifi running,0.401164919
3.877,199.85399999999998,195.97699999999998,audio,32.09319352
3.877,15.426,11.549,audio,1.8912642400000002
17.191,199.85399999999998,182.66299999999998,audio,29.91289288
17.191,27.489,10.298000000000002,audio,1.6864004800000005
29.125,199.85399999999998,170.72899999999998,audio,27.958581040000002
29.125,39.446,10.320999999999998,audio,1.6901669599999998
41.785,199.85399999999998,158.069,audio,25.88537944
41.785,53.407,11.622,audio,1.9032187200000001
55.112,199.85399999999998,144.742,audio,23.702949920000002
55.112,65.39,10.277999999999999,audio,1.68312528
67.065,199.85399999999998,132.789,audio,21.74552664
67.065,78.806,11.741,audio,1.9227061600000002
80.668,199.85399999999998,119.18599999999998,audio,19.517899359999998

