Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,200.643,200.643,screen dark,28.914421958400002
0,1.905,1.905,wifi running,0.0038995350000000004
1.905,3.989,2.0839999999999996,wifi scan,0.37540342399999993
3.989,200.643,196.654,wifi running,0.402550738
3.989,200.643,196.654,audio,32.204059040000004
3.989,15.131,11.142,audio,1.82461392
16.781,200.643,183.862,audio,30.109241120000004
16.781,27.409,10.628,audio,1.7404412800000002
29.069,200.643,171.574,audio,28.096958240000006
29.069,40.069,11.000000000000004,audio,1.8013600000000007
41.732,200.643,158.911,audio,26.023265360000003
41.732,52.193,10.460999999999999,audio,1.71309336
54.468,200.643,146.175,audio,23.937618000000004
54.468,65.39,10.921999999999997,audio,1.7885867199999996
67.049,200.643,133.594,audio,21.87735344
67.049,78.82900000000001,11.780000000000001,audio,1.9290928000000003
80.548,200.643,120.095,audio,19.666757200000003
80.548,120.697,40.149,audio,6.574800240000001
121.981,200.643,78.662,audio,12.881689120000003

