device,subject,batterystats_Joule_calculated
j7duo2wifi,com-instagram-android,127.5903288
j7duo2wifi,com-facebook-katana,111.54758039999999
j7duo2wifi,com-google-android-youtube,192.70458000000002
j7duo2wifi,com-twitter-android,121.02437160000002
j7duo2wifi,com-amazon-mshop-android-shopping,152.23293360000002
