Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,200.291,200.291,screen dark,29.7308755744
0,0.348,0.348,wifi running,0.0007337579999999998
0.348,2.649,2.301,wifi scan,0.42694594799999996
2.649,200.291,197.642,wifi running,0.41672815699999993
2.07,200.291,198.221,audio,33.43591828
2.07,2.649,0.5790000000000002,audio,0.09766572000000003
4.388,200.291,195.903,audio,33.04491804
4.388,14.952,10.564,audio,1.78193552
16.633,200.291,183.658,audio,30.979431439999995
16.633,28.03,11.397000000000002,audio,1.9224459600000003
29.748,200.291,170.543,audio,28.76719324
29.748,40.929,11.181000000000001,audio,1.88601108
42.77,200.291,157.521,audio,26.570642279999998
42.77,66.45,23.68,audio,3.9943424
68.408,200.291,131.88299999999998,audio,22.246024439999996

