Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,199.471,199.471,screen dark,29.6091560864
0,0.768,0.768,wifi running,0.0016193279999999997
0.768,3.249,2.481,wifi scan,0.4603445879999999
3.249,199.471,196.222,wifi running,0.413734087
3.249,199.471,196.222,audio,33.09872696
3.249,14.839,11.59,audio,1.9550011999999999
15.812,199.471,183.659,audio,30.979600119999997
15.812,27.926,12.113999999999999,audio,2.04338952
42.345,199.471,157.126,audio,26.50401368
42.345,66.166,23.820999999999998,audio,4.01812628
68.044,199.471,131.42700000000002,audio,22.169106360000004

