Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,200.336,200.336,screen dark,29.7375553024
0,1.829,1.829,wifi scan,0.33936729199999993
1.829,200.336,198.507,wifi running,0.41855200949999993
1.829,200.336,198.507,audio,33.48416076
1.829,15.484,13.655,audio,2.3033254
17.122,200.336,183.214,audio,30.904537519999998
17.122,27.801,10.678999999999998,audio,1.8013337199999997
29.442,200.336,170.894,audio,28.82639992
29.442,40.645,11.203000000000003,audio,1.8897220400000005
42.27,200.336,158.066,audio,26.66257288
42.27,65.504,23.234,audio,3.91911112
67.084,200.336,133.252,audio,22.47694736
67.084,78.644,11.560000000000002,audio,1.9499408000000003
80.30199999999999,200.336,120.03400000000002,audio,20.247335120000002

