Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,200.267,200.267,screen dark,29.7273130528
0,0.424,0.424,wifi running,0.0008940039999999999
0.424,2.827,2.403,wifi scan,0.4458718439999999
2.827,200.267,197.44,wifi running,0.41630223999999993
2.098,200.267,198.16899999999998,audio,33.42714692
2.098,2.827,0.7290000000000001,audio,0.12296772000000002
4.444,200.267,195.823,audio,33.03142364
4.444,14.787,10.343,audio,1.74465724
16.168,200.267,184.099,audio,31.05381932
16.168,28.081,11.913,audio,2.00948484
30.448,200.267,169.819,audio,28.645068919999996
30.448,40.125,9.677,audio,1.63231636
41.729,200.267,158.538,audio,26.74218984
41.729,52.543,10.814,audio,1.82410552
55.114,200.267,145.153,audio,24.484408039999998
55.114,66.296,11.18200000000001,audio,1.8861797600000014
68.226,200.267,132.041,audio,22.272675879999998
68.226,185.31,117.084,audio,19.74972912

