Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,199.909,199.909,screen dark,29.674172105599997
0,0.429,0.429,wifi running,0.0009045464999999998
0.429,2.879,2.45,wifi scan,0.45459259999999996
2.879,199.909,197.03,wifi running,0.41543775499999996
2.033,199.909,197.876,audio,33.37772368
2.033,2.879,0.8460000000000001,audio,0.14270328000000002
4.563,199.909,195.346,audio,32.95096328
4.563,14.86,10.297,audio,1.73689796
16.527,199.909,183.382,audio,30.93287576
16.527,27.539,11.012,audio,1.85750416
29.199,199.909,170.70999999999998,audio,28.795362799999996
29.199,39.487,10.288,audio,1.73537984
41.822,199.909,158.087,audio,26.666115159999997
41.822,52.879,11.056999999999995,audio,1.8650947599999992
54.466,199.909,145.44299999999998,audio,24.533325239999996
54.466,66.541,12.074999999999996,audio,2.0368109999999993
68.349,199.909,131.56,audio,22.1915408

