device,subject,browser,batterystats_Joule_calculated
j7duo2wifi,https-www-instagram-com,chrome,166.55562
j7duo2wifi,https-www-amazon-nl,chrome,163.55808
j7duo2wifi,https-www-youtube-com,chrome,147.478968
j7duo2wifi,https-www-facebook-com,chrome,144.65051999999997
j7duo2wifi,https-www-twitter-com,chrome,201.957336
