Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,205.572,205.572,screen dark,29.1543854976
0,33.108,33.108,wifi running,0.06669606599999998
33.108,35.742,2.6340000000000003,wifi scan,0.466944984
35.742,205.572,169.83,wifi running,0.342122535
0,205.572,205.572,audio,33.12998352
0,0.375,0.375,audio,0.060435
33.108,205.572,172.464,audio,27.79429824
33.108,43.137,10.029000000000003,audio,1.6162736400000006
45.64,205.572,159.93200000000002,audio,25.774641120000002
45.64,70.94200000000001,25.302000000000007,audio,4.077670320000001

