Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,30.209,30.209,screen medium,13.377795852599998
0,15.294,15.294,wifi radio,19.19289942
15.294,15.521,0.2270000000000003,wifi running,0.00048282900000000065
15.521,30.209,14.687999999999999,wifi radio,18.432411839999997
0.0,2.8475689999977476,2.8475689999977476,core 0 cpu_idle start,0.023500303540421406
2.8475689999977476,31.830999999998312,28.983431000000564,core 0 cpu_idle,0.2391933000195646
0.0,2.8482759999969858,2.8482759999969858,core 1 cpu_idle start,0.023506138241735117
2.8482759999969858,31.830999999998312,28.982724000001326,core 1 cpu_idle,0.23918746531825089
0.0,2.845912999997381,2.845912999997381,core 2 cpu_idle start,0.02348663696985838
2.845912999997381,31.830999999998312,28.98508700000093,core 2 cpu_idle,0.23920696659012763
0.0,2.8453410000001895,2.8453410000001895,core 3 cpu_idle start,0.023481916391161557
2.8453410000001895,31.830999999998312,28.985658999998122,core 3 cpu_idle,0.23921168716882443
0.0,2.8452410000027157,2.8452410000027157,core 4 cpu_idle start,0.023481091115182408
2.8452410000027157,31.830999999998312,28.985758999995596,core 4 cpu_idle,0.2392125124448036
0.0,2.845313999998325,2.845313999998325,core 5 cpu_idle start,0.02348169356662617
2.845313999998325,31.830999999998312,28.985685999999987,core 5 cpu_idle,0.23921190999335984
0.0,2.8487739999982296,2.8487739999982296,core 6 cpu_idle start,0.023510248116225384
2.8487739999982296,31.830999999998312,28.982226000000082,core 6 cpu_idle,0.23918335544376063
0.0,2.8467299999974784,2.8467299999974784,core 7 cpu_idle start,0.023493379474779183
2.8467299999974784,31.830999999998312,28.984270000000834,core 7 cpu_idle,0.23920022408520683
