Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,205.304,205.304,screen dark,28.343120537600004
0,205.304,205.304,wifi running,0.402601144
3.517,205.304,201.787,audio,31.656344560000004
3.517,13.741,10.224,audio,1.6039411200000002

