device,subject,batterystats_Joule_calculated
j7duo2wifi,com-instagram-android,124.7970546
j7duo2wifi,com-facebook-katana,124.32643739999999
j7duo2wifi,com-google-android-youtube,192.34580399999996
j7duo2wifi,com-twitter-android,175.4794908
j7duo2wifi,com-amazon-mshop-android-shopping,150.825222
