Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,205.52,205.52,screen dark,28.372940288000006
0,205.52,205.52,wifi running,0.40302472000000006
0.602,205.52,204.918,audio,32.14753584
0.602,1.525,0.9229999999999999,audio,0.14480024
8.159,205.52,197.36100000000002,audio,30.961993680000006
8.159,18.379,10.22,audio,1.6033136000000003

