Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,30.946,30.946,screen medium,13.704169964399998
0,0.443,0.443,wifi running,0.000942261
0.443,2.668,2.225,wifi scan,0.41646659999999996
2.668,30.946,28.278000000000002,wifi running,0.060147306000000005
0.0,2.74362100000144,2.74362100000144,core 0 cpu_idle start,0.022642445643971876
2.74362100000144,2.860924000000523,0.11730299999908311,core 0 cpu_idle,0.0009680735062724329
2.860924000000523,2.8610960000005434,0.0001720000000204891,core 0 cpu_frequency,7.316880000871607e-05
2.8610960000005434,3.011937000002945,0.15084100000240142,core 0 cpu_idle,0.001244854571179818
3.011937000002945,3.0120520000054967,0.00011500000255182385,core 0 cpu_frequency,4.8921001085545866e-05
3.0120520000054967,4.764042000002519,1.751989999997022,core 0 cpu_idle,0.01445875299237542
4.764042000002519,4.764234000002034,0.0001919999995152466,core 0 cpu_frequency,5.227315186802298e-05
4.764234000002034,6.1441760000016075,1.3799419999995735,core 0 cpu_idle,0.011388330139916476
6.1441760000016075,6.1443070000023,0.00013100000069243833,core 0 cpu_frequency,5.572740029456327e-05
6.1443070000023,31.817000000002736,25.672693000000436,core 0 cpu_idle,0.21187057388268354
0.0,2.7439010000016424,2.7439010000016424,core 1 cpu_idle start,0.022644756416773548
2.7439010000016424,2.860940999999002,0.1170399999973597,core 1 cpu_idle,0.00096590303037821
2.860940999999002,2.861205000001064,0.0002640000020619482,core 1 cpu_frequency,0.00011230560087715275
2.861205000001064,3.0119530000010855,0.15074800000002142,core 1 cpu_idle,0.0012440870644801765
3.0119530000010855,3.01441600000544,0.0024630000043543987,core 1 cpu_frequency,0.0010477602018523612
3.01441600000544,4.764070000004722,1.749653999999282,core 1 cpu_idle,0.01443947454503407
4.764070000004722,4.806957000000693,0.042886999995971564,core 1 cpu_frequency,0.011676243070903234
4.806957000000693,6.144194000000425,1.3372369999997318,core 1 cpu_idle,0.011035896024117784
6.144194000000425,6.15011300000333,0.005919000002904795,core 1 cpu_frequency,0.0025179426012356997
6.15011300000333,31.817000000002736,25.666886999999406,core 1 cpu_idle,0.21182265835811503
0.0,2.7438030000048457,2.7438030000048457,core 2 cpu_idle start,0.022643947646319985
2.7438030000048457,2.8609470000010333,0.11714399999618763,core 2 cpu_idle,0.0009667613174085372
2.8609470000010333,2.8658380000051693,0.0048910000041360036,core 2 cpu_frequency,0.002080631401759456
2.8658380000051693,3.011958000002778,0.14611999999760883,core 2 cpu_idle,0.0012058932911802659
3.011958000002778,3.012049000004481,9.100000170292333e-05,core 2 cpu_frequency,3.871140072442358e-05
3.012049000004481,4.764080000000831,1.7520309999963501,core 2 cpu_idle,0.014459091355529875
4.764080000000831,4.764200000005076,0.00012000000424450263,core 2 cpu_frequency,3.267072115559131e-05
4.764200000005076,6.144200000002456,1.3799999999973807,core 2 cpu_idle,0.01138880879997838
6.144200000002456,6.144320999999763,0.00012099999730708078,core 2 cpu_frequency,5.147339885443216e-05
6.144320999999763,31.817000000002736,25.672679000002972,core 2 cpu_idle,0.21187045834406448
0.0,2.749409000003652,2.749409000003652,core 3 cpu_idle start,0.022690212618870133
2.749409000003652,2.860952000002726,0.1115429999990738,core 3 cpu_idle,0.000920537608672356
2.860952000002726,2.8610049999988405,5.299999611452222e-05,core 3 cpu_frequency,2.2546198347117753e-05
2.8610049999988405,3.011963000004471,0.1509580000056303,core 3 cpu_idle,0.0012458201441264652
3.011963000004471,3.016923000002862,0.00495999999839114,core 3 cpu_frequency,0.002109983999315591
3.016923000002862,4.764090000004217,1.7471670000013546,core 3 cpu_idle,0.014418949930931176
4.764090000004217,4.765642999998818,0.001552999994601123,core 3 cpu_frequency,0.00042281356653012334
4.765642999998818,6.144205000004149,1.3785620000053314,core 3 cpu_idle,0.011376941331163995
6.144205000004149,6.145302000004449,0.0010970000002998859,core 3 cpu_frequency,0.00046666380012757143
6.145302000004449,31.817000000002736,25.671697999998287,core 3 cpu_idle,0.2118623623864658
0.0,2.7440869999991264,2.7440869999991264,core 4 cpu_idle start,0.022646291430112785
2.7440869999991264,2.8609570000044187,0.11687000000529224,core 4 cpu_idle,0.0009645000612436754
2.8609570000044187,2.8623550000047544,0.0013980000003357418,core 4 cpu_frequency,0.0005947092001428245
2.8623550000047544,3.0119679999988875,0.14961299999413313,core 4 cpu_idle,0.0012347201818315818
3.0119679999988875,3.0910920000023907,0.07912400000350317,core 4 cpu_frequency,0.03365934960149025
3.0910920000023907,4.764098999999987,1.6730069999975967,core 4 cpu_idle,0.013806925249300163
4.764098999999987,5.838447000001906,1.074348000001919,core 4 cpu_frequency,0.2924976890885225
5.838447000001906,6.144210000005842,0.3057630000039353,core 4 cpu_idle,0.0025233886559124763
6.144210000005842,6.175535000002128,0.03132499999628635,core 4 cpu_frequency,0.013325654998420214
6.175535000002128,31.817000000002736,25.641465000000608,core 4 cpu_idle,0.21161285669340496
0.0,2.7466570000033244,2.7466570000033244,core 5 cpu_idle start,0.022667501023347428
2.7466570000033244,2.8609619999988354,0.11430499999551103,core 5 cpu_idle,0.0009433317317629533
2.8609619999988354,2.891350000005332,0.03038800000649644,core 5 cpu_frequency,0.012927055202763585
2.891350000005332,3.01197300000058,0.12062299999524839,core 5 cpu_idle,0.0009954726694407859
3.01197300000058,3.0784310000017285,0.06645800000114832,core 5 cpu_frequency,0.028271233200488497
3.0784310000017285,4.764109000003373,1.6856780000016443,core 5 cpu_idle,0.013911495971293566
4.764109000003373,5.92709399999876,1.1629849999953876,core 5 cpu_frequency,0.31662964415874423
