Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,200.492,200.492,screen dark,29.640737280000003
0,200.492,200.492,wifi running,0.42103320000000005
28.446,200.492,172.046,audio,28.903728
28.446,38.661,10.215,audio,1.71612
40.697,200.492,159.795,audio,26.84556
40.697,65.94200000000001,25.245000000000005,audio,4.241160000000001

