Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,205.198,205.198,screen dark,30.842080192
0,33.494,33.494,wifi running,0.07150968999999999
33.494,35.826,2.3320000000000007,wifi scan,0.43813616000000005
35.826,205.198,169.372,wifi running,0.36160922
0,205.198,205.198,audio,35.0478184
33.494,205.198,171.704,audio,29.3270432
33.494,43.696,10.201999999999998,audio,1.7425015999999995
46.054,205.198,159.144,audio,27.181795199999996
46.054,71.355,25.301000000000002,audio,4.3214108

