Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,204.75900000000001,204.75900000000001,screen dark,30.776096736
0,33.423,33.423,wifi running,0.07135810499999999
33.423,35.457,2.033999999999999,wifi scan,0.3821479199999997
35.457,204.75900000000001,169.30200000000002,wifi running,0.36145977
0,204.75900000000001,204.75900000000001,audio,34.9728372
0,0.44,0.44,audio,0.075152
33.423,204.75900000000001,171.336,audio,29.2641888
33.423,43.624,10.201,audio,1.7423308
45.545,204.75900000000001,159.214,audio,27.193751199999998
45.545,70.862,25.316999999999993,audio,4.324143599999998

