Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,205.192,205.192,screen dark,30.841178368
0,32.883,32.883,wifi running,0.07020520499999999
32.883,35.929,3.0459999999999994,wifi scan,0.5722824799999998
35.929,205.192,169.263,wifi running,0.36137650499999996
0,205.192,205.192,audio,35.046793599999994
0,0.356,0.356,audio,0.06080479999999999
32.883,205.192,172.309,audio,29.430377199999995
32.883,44.065,11.181999999999995,audio,1.9098855999999989
45.981,205.192,159.211,audio,27.1932388
45.981,71.283,25.302,audio,4.321581599999999

