device,subject,browser,batterystats_Joule_calculated
j7duo2wifi,https-www-instagram-com,chrome,156.720042
j7duo2wifi,https-www-amazon-nl,chrome,153.38403
j7duo2wifi,https-www-youtube-com,chrome,144.1592316
j7duo2wifi,https-www-facebook-com,chrome,140.22853919999997
j7duo2wifi,https-www-twitter-com,chrome,171.5652954
