device,subject,batterystats_Joule_calculated
j7duo2wifi,nl-kruidvat-voordeelkaart,96.83712
j7duo2wifi,nl-nlebv-app-mall,101.27044440000002
j7duo2wifi,nl-marktplaats-android,105.1817562
j7duo2wifi,com-contextlogic-wish,103.47954119999997
j7duo2wifi,fr-vinted,107.36815679999998
