device,subject,browser,batterystats_Joule_calculated
j7duo2wifi,https-www-instagram-com,chrome,149.76235440000005
j7duo2wifi,https-www-amazon-nl,chrome,159.68815200000003
j7duo2wifi,https-www-youtube-com,chrome,135.5584392
j7duo2wifi,https-www-facebook-com,chrome,124.4325096
j7duo2wifi,https-www-twitter-com,chrome,196.89930360000002
